eta_deg,q,Cp,M_loc
0.0,0.0,1.0,0.0
3.0,0.10463160521888681,0.9890522271893191,0.0
6.0,0.20890098031311388,0.95636038042422,0.0
9.0,0.31259739681675386,0.9022828675033889,0.0
12.0,0.41543663694498983,0.8274124006838367,0.0
14.999999999999998,0.5171368331402665,0.7325694958096562,0.0
18.0,0.6174192405858514,0.6187934813543905,0.0
20.999999999999996,0.7160090011599813,0.4873311102578859,0.0
24.0,0.8126358967370262,0.33962289933440937,0.0
27.0,0.9070350897712244,0.17728734592370698,0.0
29.999999999999996,0.9989478491335161,0.002103194711521983,0.0
33.0,1.0881222592122635,-0.18401005099320034,0.0
36.0,1.1743139103346087,-0.37901316000535945,0.0
39.0,1.257286568616341,-0.5807695156230532,0.0
41.99999999999999,1.3368128234044758,-0.7870685248186462,0.0
45.0,1.4126747105381785,-0.9956498377941265,0.0
48.0,1.4846643097200292,-1.2042281125564505,0.0
51.0,1.552584314360336,-1.4105180531977544,0.0
54.0,1.6162485723327382,-1.6122594475676144,0.0
57.0,1.6754825961591762,-1.8072419300322928,0.0
59.99999999999999,1.7301240412258398,-1.9933291980276318,0.0
63.0,1.7800231507194397,-2.1684824170971613,0.0
66.0,1.825043166064347,-2.3307825579981754,0.0
68.99999999999999,1.8650607017356247,-2.4784514211585806,0.0
72.0,1.8999660834206291,-2.609871118148725,0.0
74.99999999999999,1.9296636486022753,-2.7236017967370456,0.0
78.0,1.9540720087400814,-2.818397415341497,0.0
81.0,1.9731242723302955,-2.893219394058958,0.0
83.99999999999999,1.9867682282336385,-2.9472479927186312,0.0
87.0,1.9949664887680985,-2.9798912913077156,0.0
90.0,1.9976965921744487,-2.9907916743854055,0.0
92.99999999999999,1.994951064173528,-2.9798297484470915,0.0
96.0,1.9867374384464171,-2.947125649324631,0.0
99.00000000000001,1.9730782359812453,-2.8930377253028627,0.0
102.0,1.954010903343064,-2.818158610383577,0.0
104.99999999999999,1.929587710035842,-2.723308730721365,0.0
108.0,1.899875605237722,-2.6095273153774,0.0
110.99999999999999,1.8649560343020368,-2.47806100987958,0.0
114.0,1.8249247155268948,-2.330350217340918,0.0
117.0,1.7798913778049699,-2.168013316784474,0.0
119.99999999999999,1.7299794598724048,-1.9928289315804175,0.0
122.99999999999999,1.6753257719810208,-1.8067164422638036,0.0
126.0,1.6160801209209161,-1.6117149572357627,0.0
129.0,1.552404899421093,-1.4099609717466142,0.0
132.0,1.484474641053367,-1.2036649599305225,0.0
135.0,1.412475541859335,-0.9950871563508223,0.0
137.99999999999997,1.3366049500114145,-0.7865127923950159,0.0
141.0,1.2570708249066125,-0.5802270588313911,0.0
144.0,1.1740911671754277,-0.3784900688393582,0.0
147.0,1.087893421168048,-0.18351209582071992,0.0
149.99999999999997,0.9987138515554441,0.002570642711290372,0.0
153.0,0.9067968957538969,0.17771938985109625,0.0
156.0,0.8123944939478146,0.3400151862032742,0.0
158.99999999999997,0.7157653985470666,0.4876798942427589,0.0
162.0,0.6171744649714486,0.6190956797872063,0.0
164.99999999999997,0.5168919257061061,0.7328227371398333,0.0
167.99999999999997,0.4151926496176195,0.8276150637035007,0.0
171.0,0.3123553885607797,0.9024341112370443,0.0
174.0,0.2086620133410588,0.9564601641884558,0.0
176.99999999999997,0.1043967411268631,0.9891013204420908,0.0
180.0,0.00015464357083649257,0.999999976085366,0.0
183.0,0.10470557221625341,0.989036743146867,0.0
185.99999999999997,0.20896947771694738,0.9563317573827063,0.0
189.0,0.31266057988941875,0.9022433617832124,0.0
192.0,0.4154946687692111,0.8273641802243635,0.0
195.0,0.5171898836185103,0.7325146242826719,0.0
198.00000000000003,0.617467485495927,0.6187339043553371,0.0
201.0,0.716052621270879,0.4872686435711031,0.0
204.0,0.8126750769882936,0.3395592192420711,0.0
206.99999999999997,0.9070700185186938,0.17722398150449636,0.0
209.99999999999997,0.9989787174634266,0.0020415220551273094,0.0
212.99999999999997,1.0881492603251912,-0.18406881274626086,0.0
216.0,1.1743372390000488,-0.37906795090225787,0.0
218.99999999999997,1.2573064206980815,-0.5808194355286211,0.0
221.99999999999997,1.3368293954562944,-0.7871128325560417,0.0
225.0,1.4126881994688372,-0.9956879489185051,0.0
228.0,1.4846749125258523,-1.2042595958836473,0.0
230.99999999999997,1.552592227923135,-1.4105426262073242,0.0
234.0,1.6162539932803723,-1.61227697079475,0.0
236.99999999999994,1.6754857207853684,-1.8072524005556656,0.0
239.99999999999997,1.730125065465486,-1.9933327421519524,0.0
243.0,1.7800222701751718,-2.168479282319572,0.0
245.99999999999997,1.8250405760796622,-2.3307731043371853,0.0
249.0,1.865056597509516,-2.4784361119137723,0.0
252.0,1.8999606601583165,-2.609850510149226,0.0
254.99999999999997,1.929657101696358,-2.7235765301271884,0.0
258.0,1.954064533976104,-2.8183682029432484,0.0
261.0,1.9731160661105647,-2.89318701034363,0.0
264.0,1.986759487812942,-2.9472132624147434,0.0
267.0,1.994957412494862,-2.9798550776681947,0.0
270.0,1.997687379730789,-2.990754867135666,0.0
273.0,1.9949419168076519,-2.9797932514361882,0.0
275.99999999999994,1.9867285591908421,-2.9470903679045195,0.0
279.0,1.973069829850396,-2.8930045534658704,0.0
282.0,1.9540031775039506,-2.8181284176955352,0.0
285.0,1.9295808739456857,-2.723282349096996,0.0
288.0,1.8998698707426402,-2.6095055257556568,0.0
290.99999999999994,1.8649516156912143,-2.4780445288692707,0.0
294.0,1.8249218295369274,-2.3303396839204065,0.0
297.0,1.7798902435695179,-2.168009279153958,0.0
299.99999999999994,1.729980298812705,-1.9928318342800964,0.0
303.0,1.6753288076332198,-1.806726613685746,0.0
306.0,1.6160855786967716,-1.6117325976716792,0.0
308.99999999999994,1.5524130062990849,-1.4099861421265625,0.0
312.0,1.4844856251978704,-1.203697571419112,0.0
315.0,1.4124896321660627,-0.9951269609766191,0.0
317.99999999999994,1.3366223755780482,-0.786559374895905,0.0
321.0,1.2570918144281968,-0.5802798299023761,0.0
324.0,1.174115948264676,-0.3785482599694592,0.0
326.99999999999994,1.0879222196015275,-0.1835747559027141,0.0
329.99999999999994,0.9987468904472913,0.0025046488218664065,0.0
333.0,0.9068343946593556,0.17765138066280017,0.0
335.99999999999994,0.8124366678996131,0.3399466606521737,0.0
339.0,0.7158124570284314,0.48761252636291996,0.0
342.0,0.6172266108301616,0.6190313108831123,0.0
344.99999999999994,0.5169493540146866,0.7327633653837983,0.0
348.0,0.4152555464853933,0.8275628311131173,0.0
351.0,0.31242392990422213,0.9023912880232017,0.0
353.99999999999994,0.2087363636193519,0.9564291305029697,0.0
357.0,0.10447705205019221,0.9890845455949014,0.0
360.0,0.0,1.0,0.0
